Lap;VENETO KORSE ALL STAR;GHOSTRIDERS;PURA TEAM 2;VENETO KORSE;PURA TEAM 4;VENETO KORSE LIONS ;PURA TEAM 3;RUNNER RUNNER;STARDUST RT;SGK;TEAM WACKY;ALTO ADIGE TEAM;TEAM WACKY 2
255;0;176.592;117.696;276.342;199.269;302.294;309.767;347.446;292.595;409.291;410.059;577.778;794.008
256;0;175.863;117.231;276.196;198.904;301.711;309.661;347.927;292.476;409.041;410.777;666.643;795.018
257;0;175.809;117.196;276.517;199.1;301.666;309.86;349.117;293.004;409.463;411.835;669.166;884.9
258;0;176.159;117.311;277.071;199.331;301.779;310.241;350.72;293.537;409.949;412.615;670.774;888.236
259;0;176.179;117.455;277.888;199.798;301.878;310.707;351.609;293.967;410.369;413.639;672.324;891.329
260;0;177.175;117.577;278.301;200.379;302.08;311.347;352.428;294.458;410.506;414.442;673.832;893.445
261;0;177.201;117.514;278.599;200.674;302.069;311.695;353.195;294.678;410.429;415.184;675.808;895.807
262;0;177.406;117.864;279.173;201.192;302.154;312.196;440.433;295.314;411.281;416.366;677;898.102
263;0;177.953;118.117;279.555;201.669;302.237;312.425;441.819;295.745;411.848;417.33;677.728;900.856
264;0;178.232;118.326;280.025;202.019;302.266;313.004;442.665;296.393;412.683;417.938;679.591;902.635
265;0;178.103;118.424;280.381;202.243;302.045;313.398;443.376;296.82;413.05;418.546;680.601;904.41
266;0;177.995;118.505;280.961;202.507;302.263;313.742;444.016;297.434;413.543;419.353;681.904;906.494
267;0;177.941;118.539;281.425;202.893;302.404;314.003;444.68;298.037;414.749;507.502;684.195;908.523
268;0;178.125;118.634;281.754;203.365;302.659;314.237;445.312;298.52;415.113;508.407;686.234;910.606
269;0;177.791;118.427;282.072;203.42;302.469;314.37;445.582;299.103;415.559;508.489;688.9;912.513
270;0;178.06;118.542;282.675;203.933;302.587;314.993;446.143;299.581;416.056;508.963;690.044;914.545
271;0;178.001;118.856;283.229;204.543;302.711;315.608;447.044;386.196;416.818;509.41;691.156;916.953
272;0;177.758;118.872;283.682;291.897;302.843;315.769;447.458;473.602;417.126;509.627;692.7;918.966
273;0;177.922;119.186;284.411;292.933;302.985;316.226;448.185;474.787;417.51;510.012;693.889;921.313
274;0;178.037;119.32;285.015;293.344;303.02;316.76;448.797;475.536;417.836;510.407;694.82;923.647
275;0;178.079;119.404;285.58;293.877;303.11;403.336;449.503;476.564;503.545;510.825;695.783;925.43
276;0;177.747;119.556;286.202;294.282;302.993;404.287;450.011;477.392;505.035;511.18;696.568;926.931
277;0;177.839;205.936;286.823;381.536;303.179;404.875;450.533;478.236;505.877;511.576;697.466;
278;0;92.293;121.159;201.961;296.957;217.759;319.652;365.773;393.401;421.387;426.288;613.1;
279;0;5.75;35.019;116.171;211.013;131.522;233.653;279.768;307.731;335.651;340.276;529.911;
280;80.585;0;29.529;110.829;205.639;125.827;228.218;274.61;302.383;330.335;334.925;525.263;
281;81.247;0;29.662;111.336;206.029;125.763;228.497;275.415;302.676;330.718;335.057;526.367;
282;81.312;0;29.683;196.74;206.282;211.348;228.704;275.887;303.024;331.146;335.365;;
283;81.196;0;115.303;197.406;206.635;212.984;228.837;276.441;303.382;331.648;335.59;;
284;0;3.912;35.303;116.664;125.702;132.888;147.889;195.547;222.508;250.86;254.54;;
285;0;3.998;35.715;117.098;125.96;134.152;148.43;195.884;222.664;251.488;254.823;;
286;0;3.853;36.111;117.503;126.352;135.24;149.017;196.422;223.419;;;;
287;0;3.312;36.388;117.716;126.673;135.957;149.327;;;;;;
288;0;2.711;36.628;117.935;126.802;138.008;;;;;;;
289;0;2.151;36.66;;;;;;;;;;
290;0;1.535;36.765;;;;;;;;;;
