Lap;VENETO KORSE ALL STAR;GHOSTRIDERS;PURA TEAM 2;VENETO KORSE;PURA TEAM 4;VENETO KORSE LIONS ;PURA TEAM 3;RUNNER RUNNER;STARDUST RT;SGK;TEAM WACKY;ALTO ADIGE TEAM;TEAM WACKY 2
243;46.231;46.057;46.335;46.663;46.554;46.921;133.212;47.351;46.956;47.17;132.416;48.225;47.301
244;46.162;45.963;46.226;46.876;46.43;47.004;47.756;47.069;46.937;47.086;47.806;47.766;47.418
245;46.346;46.126;46.369;46.559;46.944;46.663;47.123;46.906;46.804;47.074;47.358;47.786;47.867
246;46.182;46.193;46.247;46.746;46.939;46.725;46.969;46.916;46.728;47.383;47.424;47.792;47.872
247;46.198;46.101;46.647;46.659;46.756;46.86;47.223;46.795;46.703;47.259;47.024;47.796;48.2
248;46.293;46.184;46.344;46.691;46.806;47.032;47.111;46.912;47.202;47.267;47.209;47.445;47.911
249;46.289;46.086;46.378;46.808;46.661;132.681;132.988;46.716;47.283;47.058;47.188;47.925;47.618
250;46.366;46.313;46.268;132.563;46.788;47.122;47.23;46.811;46.845;46.893;48.044;47.647;48.302
251;46.292;131.904;46.38;48.615;133.043;46.288;46.898;46.719;47.221;47.143;47.495;49.244;47.784
252;46.288;46.915;131.598;47.037;47.017;46.467;47.059;46.719;47.074;47.257;47.218;47.511;48.726
253;46.264;46.353;47.241;46.85;46.633;46.425;46.624;46.731;47.029;47.42;47.16;47.567;48.546
254;46.3;46.617;46.643;46.736;47.089;46.648;46.602;133.471;47.102;133.871;47.08;47.697;47.925
255;131.918;46.362;46.481;46.804;47.048;46.577;46.654;47.773;46.578;48.948;132.361;47.617;47.949
256;46.881;46.152;46.416;46.735;46.516;46.298;46.775;47.362;46.762;46.631;47.599;135.746;47.891
257;46.408;46.354;46.373;46.729;46.604;46.363;46.607;47.598;46.936;46.83;47.466;48.931;136.29
258;46.239;46.589;46.354;46.793;46.47;46.352;46.62;47.842;46.772;46.725;47.019;47.847;49.575
259;46.217;46.237;46.361;47.034;46.684;46.316;46.683;47.106;46.647;46.637;47.241;47.767;49.31
260;46.209;47.205;46.331;46.622;46.79;46.411;46.849;47.028;46.7;46.346;47.012;47.717;48.325
261;46.405;46.431;46.342;46.703;46.7;46.394;46.753;47.172;46.625;46.328;47.147;48.381;48.767
262;46.193;46.398;46.543;46.767;46.711;46.278;46.694;133.431;46.829;47.045;47.375;47.385;48.488
263;46.303;46.85;46.556;46.685;46.78;46.386;46.532;47.689;46.734;46.87;47.267;47.031;49.057
264;46.13;46.409;46.339;46.6;46.48;46.159;46.709;46.976;46.778;46.965;46.738;47.993;47.909
265;46.396;46.267;46.494;46.752;46.62;46.175;46.79;47.107;46.823;46.763;47.004;47.406;48.171
266;46.225;46.117;46.306;46.805;46.489;46.443;46.569;46.865;46.839;46.718;47.032;47.528;48.309
267;46.263;46.209;46.297;46.727;46.649;46.404;46.524;46.927;46.866;47.469;134.412;48.554;48.292
268;46.251;46.435;46.346;46.58;46.723;46.506;46.485;46.883;46.734;46.615;47.156;48.29;48.334
269;46.492;46.158;46.285;46.81;46.547;46.302;46.625;46.762;47.075;46.938;46.574;49.158;48.399
270;46.222;46.491;46.337;46.825;46.735;46.34;46.845;46.783;46.7;46.719;46.696;47.366;48.254
271;46.234;46.175;46.548;46.788;46.844;46.358;46.849;47.135;132.849;46.996;46.681;47.346;48.642
272;46.354;46.111;46.37;46.807;133.708;46.486;46.515;46.768;133.76;46.662;46.571;47.898;48.367
273;46.166;46.33;46.48;46.895;47.202;46.308;46.623;46.893;47.351;46.55;46.551;47.355;48.513
274;46.207;46.322;46.341;46.811;46.618;46.242;46.741;46.819;46.956;46.533;46.602;47.138;48.541
275;46.17;46.212;46.254;46.735;46.703;46.26;132.746;46.876;47.198;131.879;46.588;47.133;47.953
276;46.307;45.975;46.459;46.929;46.712;46.19;47.258;46.815;47.135;47.797;46.662;47.092;47.808
277;46.176;46.268;132.556;46.797;133.43;46.362;46.764;46.698;47.02;47.018;46.572;47.074;
278;131.758;46.212;46.981;46.896;47.179;46.338;46.535;46.998;46.923;47.268;46.47;47.392;
279;132.671;46.128;46.531;46.881;46.727;46.434;46.672;46.666;47.001;46.935;46.659;49.482;
280;132.641;46.306;46.566;46.714;46.682;46.361;46.621;46.898;46.708;46.74;46.705;47.408;
281;46.951;46.289;46.422;46.796;46.679;46.225;46.568;47.094;46.582;46.672;46.421;47.393;
282;46.461;46.396;46.417;131.8;46.649;131.981;46.603;46.868;46.744;46.824;46.704;;
283;46.241;46.357;131.977;47.023;46.71;47.993;46.49;46.911;46.715;46.859;46.582;;
284;46.407;131.515;47.603;46.861;46.67;47.507;46.655;46.709;46.729;46.815;46.553;;
285;46.314;46.4;46.726;46.748;46.572;47.578;46.855;46.651;46.47;46.942;46.597;;
286;46.254;46.109;46.65;46.659;46.646;47.342;46.841;46.792;47.009;;;;
287;46.373;45.832;46.65;46.586;46.694;47.09;46.683;;;;;;
288;46.452;45.851;46.692;46.671;46.581;48.503;;;;;;;
289;46.519;45.959;46.551;;;;;;;;;;
290;46.491;45.875;46.596;;;;;;;;;;
